85,2,4,1,1,4,1,4,2,1,3,3,1,3,1,3,3,2,3,4,3,1,2,4,2,2,2,4,3,1,1,2,3,3,4,4,4,1,2,1,1,4,4
86,7,2,1,4,3,1,2,2,3,4,3,2,3,1,2,4,3,1,1,3,3,4,2,4,4,3,4,2,4,4,2,3,4,3,3,1,3,2,2,4,1,4
87,4,2,1,3,2,4,3,2,2,2,3,2,4,4,4,1,1,4,3,1,3,2,3,2,2,1,3,4,1,3,1,3,1,4,3,2,1,2,3,2,3,4
88,1,3,3,1,3,4,4,3,1,1,2,1,3,3,2,3,2,3,3,2,4,3,2,1,4,3,1,3,3,3,3,1,1,3,3,3,2,2,4,1,4,4
89,3,4,4,3,2,3,2,1,4,1,4,4,3,1,4,2,1,2,3,2,4,2,1,3,4,3,1,4,4,3,4,1,1,1,4,4,2,1,3,4,4,1
90,10,4,3,1,2,1,2,3,2,3,2,4,1,2,4,2,2,2,1,1,4,1,3,2,1,3,3,4,4,3,4,4,4,2,1,4,2,2,3,3,3,3
91,9,1,1,3,2,4,4,2,2,2,4,4,3,3,3,2,4,4,2,4,1,1,1,2,3,3,2,1,1,2,3,1,1,3,2,1,1,3,2,4,3,4
92,7,3,4,4,4,2,4,2,3,2,3,3,4,4,2,3,1,2,3,1,4,2,3,3,2,3,1,3,1,1,2,2,3,4,1,1,1,1,3,3,1,2
93,11,2,4,1,4,4,4,2,1,4,1,3,4,2,1,1,1,3,2,1,3,2,2,4,2,1,4,4,3,1,3,2,2,2,2,2,1,3,3,1,3,1
94,16,2,2,1,1,4,2,1,4,2,1,3,4,3,4,1,2,1,3,1,3,2,3,2,4,2,4,2,2,4,1,2,4,3,2,3,2,4,4,2,2,2
95,15,4,3,2,1,2,2,4,4,1,3,2,4,2,2,4,2,3,3,1,2,4,3,2,3,3,3,4,4,2,3,4,2,2,4,4,1,1,2,3,4,4
96,13,1,1,3,2,3,4,3,2,3,4,3,1,4,1,1,1,2,1,4,2,4,3,4,2,4,3,2,2,3,3,2,3,1,1,3,2,1,4,4,1,2
97,2,1,1,4,1,3,4,4,3,2,1,3,2,2,4,3,1,4,1,2,3,1,1,1,3,1,4,2,1,2,4,4,1,4,1,4,3,3,4,1,1,2
98,9,4,4,3,3,4,4,4,4,4,1,3,4,1,1,4,4,1,1,4,1,4,1,3,1,2,2,3,4,4,2,1,4,1,2,2,2,1,3,2,4,1
99,8,3,4,3,3,4,2,4,4,4,4,1,2,3,1,2,4,4,2,2,2,2,1,4,1,3,1,2,2,2,2,2,4,3,1,3,1,3,2,4,4,4
100,7,4,2,4,1,4,4,4,4,1,3,2,3,1,2,3,1,1,2,2,2,3,4,1,3,4,1,1,4,2,1,1,4,3,4,2,3,2,4,1,1,1
101,3,3,4,4,2,3,2,4,4,1,1,3,2,3,3,3,3,2,2,2,4,1,1,4,2,1,3,4,4,2,3,4,1,2,1,1,2,1,1,3,3,3
102,15,3,2,4,3,4,4,3,2,4,3,3,2,3,1,3,2,3,4,4,3,1,3,1,3,3,4,1,2,1,2,4,3,1,1,4,1,3,4,4,2,3
103,12,3,1,1,4,1,3,3,4,4,1,2,2,2,1,1,1,4,1,1,1,3,2,1,3,3,4,3,4,3,4,1,1,1,1,2,1,2,4,4,1,2
104,16,3,1,1,3,4,1,3,1,1,2,1,1,2,4,2,1,4,3,1,1,3,4,1,4,3,2,1,4,4,3,1,4,1,4,1,2,3,3,1,3,1
105,17,3,3,3,1,1,1,1,4,4,3,3,4,1,2,4,1,1,2,2,3,3,2,2,4,2,3,3,1,1,4,2,1,4,3,4,1,4,2,1,4,4
106,3,4,4,3,1,3,2,1,4,1,1,4,1,4,1,2,1,1,3,2,1,1,4,3,4,2,3,3,4,3,3,4,4,3,3,2,2,1,2,4,2,4
107,11,4,4,4,4,3,2,1,4,2,4,3,4,4,1,1,1,2,2,3,2,4,2,1,4,3,1,4,4,3,1,1,1,2,1,1,2,3,3,1,1,2
108,16,1,1,3,4,4,3,1,1,2,4,4,2,3,2,3,1,3,4,4,3,1,2,2,3,1,3,2,1,4,4,1,2,4,3,3,3,4,2,1,1,1
109,3,3,3,4,3,1,2,2,3,3,1,3,4,3,4,4,4,2,3,2,2,2,4,1,3,2,3,3,1,2,4,4,1,2,3,3,1,4,1,2,4,3
110,15,4,1,4,4,3,2,3,1,1,1,2,1,3,2,1,4,2,3,3,1,3,2,4,2,1,1,1,1,4,2,1,3,2,2,2,2,1,2,3,3,2
111,9,2,1,4,2,2,1,2,3,3,1,3,1,3,2,4,1,3,3,1,3,2,2,4,4,2,1,1,2,3,3,4,1,3,3,3,4,4,3,2,4,3
112,12,3,3,1,2,3,2,3,4,3,1,4,3,1,1,1,2,3,4,1,4,1,2,3,4,3,4,3,2,4,1,1,2,3,1,1,2,3,4,1,1,1
113,12,1,3,4,1,3,2,1,3,3,3,2,1,4,4,3,4,4,2,4,4,2,2,4,2,2,3,4,3,4,3,1,4,3,1,4,1,3,4,4,3,2
114,15,3,1,3,1,3,3,2,4,3,4,2,1,4,1,4,1,3,3,1,4,2,3,2,2,4,2,2,1,4,3,3,1,2,2,3,2,1,4,4,4,3
115,5,1,2,4,4,4,3,2,4,1,3,2,1,4,1,3,3,3,3,3,2,1,3,1,1,1,3,1,1,2,1,2,1,1,4,2,1,3,2,4,1,4
116,8,3,1,1,2,2,2,3,2,4,1,4,2,2,1,4,2,3,2,4,3,1,2,1,2,3,2,4,2,3,4,2,3,2,1,3,4,1,1,4,1,2
117,4,1,4,1,2,4,2,3,2,3,3,2,3,1,2,4,4,3,2,2,1,3,4,4,4,3,4,2,1,2,2,1,1,1,4,1,2,1,4,4,1,4
118,14,4,4,3,1,3,4,4,1,4,3,4,1,4,3,1,2,4,4,4,2,2,1,3,1,2,4,2,3,1,2,2,4,4,2,4,1,3,4,2,4,1
119,16,3,4,1,2,3,3,4,2,4,4,4,3,1,1,1,4,2,2,2,2,3,3,3,2,2,2,3,4,2,2,2,4,1,4,2,4,1,3,2,2,3
120,16,1,3,3,1,2,2,4,1,4,3,2,4,1,2,2,1,3,2,2,1,4,3,1,2,1,2,4,1,4,2,3,4,2,2,2,2,3,1,2,3,4
121,4,4,2,1,1,1,2,1,3,2,3,2,3,4,4,1,4,2,1,2,4,4,1,3,2,3,4,4,1,4,2,2,4,1,4,4,3,3,4,1,1,4
122,12,1,4,2,4,2,2,2,2,3,4,1,1,1,3,2,4,4,3,1,1,3,3,3,4,1,1,1,4,4,2,2,1,1,4,2,2,4,1,2,4,1
123,5,2,4,3,1,2,3,3,4,1,4,4,4,1,2,2,4,1,1,1,4,4,4,2,2,4,4,4,2,4,3,4,4,4,2,2,2,3,3,1,2,1
124,5,3,2,2,3,1,3,4,4,4,4,2,3,4,1,4,2,1,4,1,3,3,2,2,1,4,2,2,2,2,1,2,4,1,1,2,3,4,2,3,1,1
125,2,1,2,2,3,2,3,1,1,3,3,1,3,2,2,1,1,3,2,1,2,3,1,2,4,1,2,3,4,4,2,1,4,3,4,2,4,1,2,2,2,4
126,1,4,3,2,1,1,4,2,1,3,1,3,4,2,4,1,3,2,4,4,1,1,1,1,3,1,2,3,2,3,2,1,3,3,3,3,3,1,3,4,4,2
127,8,2,1,3,1,3,2,1,3,1,2,3,1,2,2,4,4,2,1,4,4,4,3,1,3,4,4,3,4,3,1,4,4,3,2,1,1,4,2,4,2,2
128,10,4,4,1,3,3,4,1,3,3,2,2,2,1,4,3,1,2,3,2,4,3,3,1,4,4,1,4,3,1,4,2,2,1,3,1,3,4,2,2,1,4
129,12,3,4,4,1,2,4,1,2,4,1,3,4,3,1,3,2,3,2,4,3,3,4,3,1,4,4,3,3,2,2,3,1,4,4,4,3,1,3,2,3,1
130,6,1,2,2,3,3,2,4,3,1,1,3,3,1,1,2,1,4,4,4,2,2,2,3,1,3,3,2,4,2,2,1,3,4,2,3,4,2,1,3,4,3
131,3,4,3,4,3,2,4,2,3,1,3,3,3,3,1,2,4,2,1,2,1,4,3,1,4,4,1,1,1,3,1,1,1,4,2,2,1,1,3,1,1,2
132,14,1,3,1,2,1,4,3,2,4,4,1,1,2,3,2,1,2,4,1,4,4,4,1,4,1,3,2,2,3,2,4,4,4,4,2,1,4,1,2,3,1
133,3,4,1,2,2,4,2,3,4,1,1,3,3,4,1,2,1,1,2,2,3,4,1,1,4,3,2,2,1,1,3,4,2,2,3,3,3,3,1,3,3,4
134,4,4,4,4,1,2,3,3,1,3,3,3,2,3,4,2,1,4,2,3,2,1,4,3,2,3,3,4,3,3,3,1,1,2,2,1,2,3,1,4,3,1
135,14,3,2,4,3,1,4,3,4,2,4,4,1,1,4,4,3,3,1,3,1,3,1,2,2,4,2,2,3,2,3,3,2,2,2,2,2,1,3,2,4,2
136,10,4,4,4,4,3,1,4,2,1,4,2,4,2,4,2,2,2,3,2,3,2,1,4,2,4,2,2,4,2,4,4,3,2,4,4,1,2,1,2,3,3
137,12,3,4,2,4,3,3,1,2,4,1,2,2,1,2,2,1,3,1,1,4,1,1,4,2,3,2,1,1,4,3,3,3,2,1,3,1,4,4,1,2,4
138,17,1,4,4,4,3,4,2,1,1,2,2,1,3,2,2,3,3,4,4,4,2,1,4,1,2,4,3,4,3,4,2,4,1,1,3,1,4,2,3,1,1
139,8,3,4,3,1,4,4,4,4,4,2,1,2,4,3,1,1,4,3,2,2,2,2,2,2,1,2,4,2,4,1,3,4,3,4,1,3,1,3,4,2,2
140,7,1,4,3,1,3,2,2,1,3,3,1,3,4,1,3,1,1,1,3,3,1,3,3,1,3,4,3,4,1,4,1,1,4,2,4,4,4,3,1,2,3
141,16,3,2,2,1,1,3,2,3,4,2,1,2,3,3,4,2,4,2,3,2,3,3,2,1,3,4,4,1,4,2,4,1,3,1,4,4,3,1,4,1,4
142,1,4,3,3,3,4,3,4,1,1,1,4,2,2,2,1,1,3,1,2,3,3,4,2,3,4,4,1,4,3,4,3,3,3,3,3,4,4,1,1,4,2
143,5,3,2,3,2,3,1,1,3,2,4,1,4,1,2,2,2,3,2,1,3,3,3,2,3,1,2,1,3,1,1,3,4,4,3,3,1,4,1,3,4,3
144,8,4,3,2,4,4,3,3,2,1,1,4,4,4,4,3,1,2,3,2,1,1,4,3,4,2,3,1,3,1,2,4,3,2,1,2,1,1,2,3,1,4
145,8,4,3,3,3,4,4,1,2,1,1,1,4,4,2,3,1,2,2,4,4,4,2,3,4,4,4,1,1,3,2,3,2,4,4,2,2,3,3,4,2,3
146,4,3,2,3,1,1,2,4,2,1,3,2,2,2,2,2,1,3,4,4,4,2,2,1,4,2,1,4,3,1,1,3,2,4,1,3,3,1,2,3,2,2
147,1,2,3,3,4,2,2,2,2,1,3,4,1,2,3,1,2,4,1,1,2,1,3,3,3,1,2,2,3,1,4,1,2,2,2,2,4,1,1,3,1,3
148,3,3,1,2,3,4,2,4,4,3,4,4,3,4,4,3,4,3,4,1,4,1,3,4,1,3,3,3,1,3,3,3,2,3,4,2,2,1,3,1,1,2
149,15,2,1,4,4,1,2,1,1,3,1,3,4,4,3,1,3,2,2,1,2,4,3,4,1,4,3,4,3,3,2,2,4,2,3,4,2,3,2,3,3,4
150,14,2,3,2,3,1,3,2,3,1,1,4,1,1,4,4,1,2,4,3,1,2,1,4,4,2,2,3,2,2,3,3,1,2,2,2,3,1,1,3,2,3
151,7,1,2,4,3,4,3,4,3,4,3,2,3,1,3,2,4,2,2,3,3,2,3,2,1,1,3,3,1,4,2,1,4,2,2,4,4,1,2,2,4,1
152,4,2,2,2,1,2,3,1,4,4,1,1,4,3,2,2,1,4,1,4,2,1,2,1,2,3,3,1,1,4,1,1,1,4,2,3,4,2,3,4,2,2
153,11,1,2,1,2,3,2,3,1,3,4,1,3,1,1,1,3,3,4,3,1,1,3,3,2,1,4,2,3,4,3,3,3,3,3,1,4,1,3,2,1,2
154,2,3,2,2,4,4,2,1,4,1,4,1,2,3,4,4,1,1,2,4,4,4,3,2,3,4,3,3,3,4,1,1,2,2,4,3,2,4,2,1,3,1
155,5,4,1,1,1,4,4,2,1,4,1,2,1,4,2,3,1,3,2,4,3,4,3,4,1,3,1,4,3,1,1,2,4,4,1,3,2,1,4,3,4,3
156,12,2,3,2,2,3,4,3,1,2,1,3,2,3,3,1,2,1,2,1,1,2,3,1,4,4,3,4,1,3,3,2,4,3,3,3,1,2,1,1,2,2
157,3,3,3,4,2,3,2,2,2,4,3,1,2,4,3,2,4,3,4,2,4,1,4,2,4,3,1,1,2,3,1,3,4,4,1,3,3,3,2,3,4,4
158,16,2,4,2,1,4,4,1,1,1,4,3,2,1,4,4,3,1,2,3,1,1,3,2,3,2,4,1,4,3,4,2,4,2,1,1,4,2,1,3,3,4
159,3,2,1,4,3,3,4,3,2,4,3,4,2,1,4,3,4,1,3,3,3,3,3,2,2,4,4,4,1,2,3,2,4,1,3,1,2,4,2,3,3,3
160,10,1,1,3,4,2,3,1,1,1,3,3,2,4,4,3,2,3,3,4,3,1,1,1,1,3,1,3,3,1,1,1,4,2,2,2,4,4,2,2,1,3
161,3,1,4,3,2,3,3,2,4,1,4,4,4,4,2,1,4,1,1,2,2,2,3,2,3,4,2,2,3,1,1,1,4,3,2,4,1,3,3,3,4,1
162,11,2,3,1,4,1,1,2,4,1,3,2,2,1,4,2,1,3,4,4,1,2,1,4,4,4,4,4,1,2,1,4,4,2,1,1,3,2,1,1,2,3
